26073 1.683382617432980e-07
16953 1.264524974553849e-07
64476 9.869688995018540e-08
61540 8.024092436728360e-08
67717 7.356605521164681e-08
16575 3.985469587693267e-08
4933 2.171919389649353e-08
23398 1.997640199803329e-08
24340 1.930353380766329e-08
34684 1.571708785262438e-08
78626 1.545598543167260e-08
65289 1.408576954714724e-08
29314 1.306447921970208e-08
25832 1.128132626014610e-08
73598 7.886588833638818e-09
15776 7.448464802973053e-09
58676 6.095489559755282e-09
56519 5.996062237101614e-09
51139 5.731156580999864e-09
55187 5.731156580999864e-09
68812 3.937404832526021e-09
62293 3.889954293818021e-09
67144 3.819942043812540e-09
58651 3.642842951718119e-09
56735 2.992317190149265e-09
29729 2.420648405019178e-09
11402 2.376274766343491e-09
58504 2.174073601236585e-09
82229 2.019957584420209e-09
31530 1.977016502702213e-09
59340 1.668905835664518e-09
58582 1.631168820825426e-09
51841 1.551946436196477e-09
61554 1.394800460730164e-09
58428 1.188134833463730e-09
46566 1.143097373167031e-09
51780 1.025580090771102e-09
17498 9.026571842764903e-10
49766 6.386610829370274e-10
75624 3.974925958916514e-10
