32232 2.035808283232710e-08
17654 1.830272547762283e-08
4300 1.766904680058749e-08
14501 1.586818784363432e-08
11106 1.046535837523898e-08
32472 1.021435668002088e-08
6237 8.530802107864557e-09
51917 6.748181321902926e-09
28025 6.483569199122090e-09
67785 5.359344152782309e-09
54291 4.849558290886249e-09
27970 4.491942739700163e-09
35545 4.058204957124243e-09
41447 3.969360452745138e-09
26072 3.525629410718486e-09
41461 3.189467337439653e-09
22691 3.123412847297869e-09
17317 2.946727749889759e-09
45735 2.758702956976547e-09
40278 2.741809110628053e-09
19026 2.598149157238371e-09
35017 2.598149157238371e-09
45707 2.529949568523916e-09
50193 2.419871635242877e-09
21077 2.390789110403357e-09
19028 2.246646550246684e-09
18001 2.177026464951431e-09
17689 1.957306725942210e-09
18525 1.955362369779033e-09
22862 1.762610623793046e-09
8169 1.707320414958637e-09
79732 1.597931921123627e-09
44236 1.557638262525787e-09
12850 1.543949366731363e-09
86381 1.332566567944056e-09
48364 1.231880392908014e-09
17648 1.222427618083355e-09
52836 1.079184076189338e-09
45721 1.002900939275980e-09
6299 1.002312654766461e-09
29271 9.725451337078523e-10
14505 9.636616570094583e-10
17647 9.493091674200556e-10
7057 9.487089216988810e-10
12097 9.434749043795005e-10
15211 9.434749043795005e-10
3781 9.129567589332144e-10
26068 8.745955192212433e-10
29684 8.351448546116503e-10
33759 8.206366066426319e-10
29984 8.082850167430234e-10
11606 8.079859981781894e-10
28622 7.967476417240752e-10
29895 7.944354386630254e-10
29892 7.682457107168928e-10
17278 7.602455994573155e-10
29958 7.580326936830411e-10
29196 7.549413790221451e-10
17361 6.964120464655434e-10
68048 6.821902645643100e-10
14673 6.779620963532379e-10
60586 6.462315887145457e-10
14512 6.261726702361673e-10
17651 6.261726702361673e-10
7773 6.089414694050588e-10
43860 6.088043017818177e-10
16169 5.806115377690268e-10
17371 5.576061721622744e-10
17318 5.449646586759676e-10
29200 5.358914759048486e-10
17653 4.589444569057782e-10
82244 4.537651685247529e-10
17652 4.358342825321670e-10
14504 3.980111380820909e-10
18536 3.833566110933257e-10
14502 3.806433924407914e-10
86184 3.771225200707514e-10
17687 3.752747686139656e-10
8796 3.569534020565404e-10
14507 3.328872002226345e-10
29910 3.245211518170082e-10
69370 2.655848674379464e-10
17305 2.563450957268296e-10
17688 2.478201380378283e-10
14503 2.407288594996500e-10
15641 2.113303429469010e-10
76651 1.527722073447756e-10
33155 1.480170710876300e-10
29248 1.430113502317254e-10
14506 1.360957305760713e-10
33147 1.310416044451652e-10
29916 1.305302542511038e-10
21738 3.424751382916572e-11
27378 3.424751382916572e-11
36575 3.424751382916572e-11
