46547 23.59682723363702
46974 23.59682723363702
61780 18.742067849636697
62325 17.766325639534692
6146 16.0139594472939
22170 14.775357541365636
61329 11.245205574867537
22513 8.84710876553069
82330 7.589987839273173
39496 6.807385786622704
77909 1.5443092472039406
63261 1.3281022121708064
82454 0.788924527140941
80950 0.7237176681088312
83167 0.7237176681088312
27577 0.636959283227573
30647 0.636959283227573
26847 0.6364746988193696
18586 0.5707819765703692
80425 0.4962672176390616
26642 0.0
81463 0.0
82912 0.0
